Prompt,Ground-truth,PolyNC_prediction
Predict the Tg of the following SMILES: FC(c1cc(N2C(=O)c3cc(*)ccc3C2=O)ccc1-c1c(C(F)(F)F)cc(N2C(=O)c3cc(S(*)(=O)=O)ccc3C2=O)cc1)(F)F,320,287
Predict the Tg of the following SMILES: Clc1cc(C(C)(C)c2cc(Cl)c(*)c(Cl)c2)cc(Cl)c1OC1=C(Cl)C(=O)N(c2ccc(Cc3ccc(N4C(=O)C(Cl)=C(*)C4=O)cc3)cc2)C1=O,200,224
Predict the Tg of the following SMILES: c1(C(C)(c2cc(Cl)c(*)c(Cl)c2)C)cc(Cl)c(OC2=C(Cl)C(=O)N(c3ccc(Cc4ccc(N5C(=O)C(Cl)=C(*)C5=O)cc4)cc3)C2=O)c(Cl)c1,200,224
Predict the Tg of the following SMILES: N1(c2ccc(Cc3ccc(N4C(=O)C(Cl)=C(Oc5c(Cl)cc(C(c6cc(Cl)c(*)c(Cl)c6)(C)C)cc5Cl)C4=O)cc3)cc2)C(=O)C(*)=C(Cl)C1=O,200,224
Predict the Tg of the following SMILES: O=C1C(*)=C(Cl)C(=O)N1c1ccc(Cc2ccc(N3C(=O)C(Oc4c(Cl)cc(C(C)(c5cc(Cl)c(*)c(Cl)c5)C)cc4Cl)=C(Cl)C3=O)cc2)cc1,200,224
Predict the Tg of the following SMILES: C1(Oc2c(Cl)cc(C(C)(C)c3cc(Cl)c(*)c(Cl)c3)cc2Cl)=C(Cl)C(=O)N(c2ccc(Cc3ccc(N4C(=O)C(Cl)=C(*)C4=O)cc3)cc2)C1=O,200,224
Predict the Tg of the following SMILES: Clc1cc(C(C)(c2cc(Cl)c(OC3=C(Cl)C(=O)N(c4ccc(Cc5ccc(N6C(=O)C(Cl)=C(*)C6=O)cc5)cc4)C3=O)c(Cl)c2)C)cc(Cl)c1*,200,224
Predict the Tg of the following SMILES: C1(=O)N(c2ccc(Cc3ccc(N4C(=O)C(Cl)=C(Oc5c(Cl)cc(C(C)(C)c6cc(Cl)c(*)c(Cl)c6)cc5Cl)C4=O)cc3)cc2)C(=O)C(*)=C1Cl,200,224
Predict the Tg of the following SMILES: c1cc(N2C(=O)C(Cl)=C(Oc3c(Cl)cc(C(C)(C)c4cc(Cl)c(*)c(Cl)c4)cc3Cl)C2=O)ccc1Cc1ccc(N2C(=O)C(Cl)=C(*)C2=O)cc1,200,224
Predict the Tg of the following SMILES: c1c(Cl)c(OC2=C(Cl)C(=O)N(c3ccc(Cc4ccc(N5C(=O)C(Cl)=C(*)C5=O)cc4)cc3)C2=O)c(Cl)cc1C(C)(C)c1cc(Cl)c(*)c(Cl)c1,200,224
Predict the Tg of the following SMILES: *c1c(Cl)cc(C(c2cc(Cl)c(OC3=C(Cl)C(=O)N(c4ccc(Cc5ccc(N6C(=O)C(*)=C(Cl)C6=O)cc5)cc4)C3=O)c(Cl)c2)(C)C)cc1Cl,200,224
Predict the Tg of the following SMILES: O=C1c2ccc(*)cc2C(=O)N1c1ccc(Oc2ccc(N3C(=O)c4c(cc(O*)cc4)C3=O)cc2)cc1,242,245
Predict the Tg of the following SMILES: c1(O*)ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5c(ccc(*)c5)C4=O)cc3)cc1)C2=O,242,245
Predict the Tg of the following SMILES: C1(=O)c2ccc(*)cc2C(=O)N1c1ccc(Oc2ccc(N3C(=O)c4c(cc(O*)cc4)C3=O)cc2)cc1,242,245
Predict the Tg of the following SMILES: c1(N2C(=O)c3c(ccc(*)c3)C2=O)ccc(Oc2ccc(N3C(=O)c4c(cc(O*)cc4)C3=O)cc2)cc1,242,245
Predict the Tg of the following SMILES: c1(N2C(=O)c3c(ccc(*)c3)C2=O)ccc(Oc2ccc(N3C(=O)c4c(cc(O*)cc4)C3=O)cc2)cc1,242,245
Predict the Tg of the following SMILES: C1(=O)c2c(cc(O*)cc2)C(=O)N1c1ccc(Oc2ccc(N3C(=O)c4cc(*)ccc4C3=O)cc2)cc1,242,245
Predict the Tg of the following SMILES: c1cc(Oc2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)ccc1N1C(=O)c2c(ccc(O*)c2)C1=O,242,245
Predict the Tg of the following SMILES: c1(O*)ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5c(ccc(*)c5)C4=O)cc3)cc1)C2=O,242,245
Predict the Tg of the following SMILES: c12cc(O*)ccc1C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5c(cc(*)cc5)C4=O)cc3)cc1)C2=O,242,245
Predict the Tg of the following SMILES: *c1cc2c(cc1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(O*)cc5C4=O)cc3)cc1)C2=O,242,245
Predict the Tg of the following SMILES: C1(=O)N(c2ccccc2C(c2cc(N3C(=O)c4c(cc(C(*)=O)cc4)C3=O)ccc2)=O)C(=O)c2ccc(*)cc21,259,287
Predict the Tg of the following SMILES: c1cc2c(cc1*)C(=O)N(c1c(C(=O)c3cc(N4C(=O)c5ccc(C(*)=O)cc5C4=O)ccc3)cccc1)C2=O,259,287
Predict the Tg of the following SMILES: c1(C(*)=O)cc2c(cc1)C(=O)N(c1cc(C(=O)c3ccccc3N3C(=O)c4ccc(*)cc4C3=O)ccc1)C2=O,259,287
Predict the Tg of the following SMILES: c1cc(C(=O)c2cccc(N3C(=O)c4c(cc(C(=O)*)cc4)C3=O)c2)c(N2C(=O)c3cc(*)ccc3C2=O)cc1,259,287
Predict the Tg of the following SMILES: c1cccc(C(=O)c2cccc(N3C(=O)c4c(ccc(C(=O)*)c4)C3=O)c2)c1N1C(=O)c2c(cc(*)cc2)C1=O,259,287
Predict the Tg of the following SMILES: O=C(c1c(N2C(=O)c3c(ccc(*)c3)C2=O)cccc1)c1cc(N2C(=O)c3ccc(C(*)=O)cc3C2=O)ccc1,259,289
Predict the Tg of the following SMILES: c12ccc(C(*)=O)cc1C(=O)N(c1cc(C(=O)c3ccccc3N3C(=O)c4ccc(*)cc4C3=O)ccc1)C2=O,259,287
Predict the Tg of the following SMILES: c1ccc(C(c2ccccc2N2C(=O)c3cc(*)ccc3C2=O)=O)cc1N1C(=O)c2c(cc(C(=O)*)cc2)C1=O,259,289
Predict the Tg of the following SMILES: c1(C(c2ccccc2N2C(=O)c3c(ccc(*)c3)C2=O)=O)cccc(N2C(=O)c3ccc(C(*)=O)cc3C2=O)c1,259,289
Predict the Tg of the following SMILES: c1(C(=O)*)cc2c(cc1)C(=O)N(c1cccc(C(=O)c3ccccc3N3C(=O)c4c(cc(*)cc4)C3=O)c1)C2=O,259,287
Predict the Tg of the following SMILES: c12c(cc(C(=O)*)cc1)C(=O)N(c1c(C(=O)c3ccccc3N3C(=O)c4c(ccc(*)c4)C3=O)cccc1)C2=O,289,285
Predict the Tg of the following SMILES: C1(=O)N(c2c(C(c3ccccc3N3C(=O)c4ccc(C(*)=O)cc4C3=O)=O)cccc2)C(=O)c2cc(*)ccc21,289,287
Predict the Tg of the following SMILES: *c1ccc2c(c1)C(=O)N(c1ccccc1C(c1ccccc1N1C(=O)c3ccc(C(=O)*)cc3C1=O)=O)C2=O,289,289
Predict the Tg of the following SMILES: c1c2c(cc(C(=O)*)c1)C(=O)N(c1ccccc1C(c1c(N3C(=O)c4c(ccc(*)c4)C3=O)cccc1)=O)C2=O,289,285
Predict the Tg of the following SMILES: c1(*)cc2c(cc1)C(=O)N(c1c(C(=O)c3c(N4C(=O)c5c(cc(C(=O)*)cc5)C4=O)cccc3)cccc1)C2=O,289,285
Predict the Tg of the following SMILES: O=C(c1cc2c(cc1)C(=O)N(c1ccccc1C(c1ccccc1N1C(=O)c3c(cc(*)cc3)C1=O)=O)C2=O)*,289,287.8
Predict the Tg of the following SMILES: c1(C(=O)c2ccccc2N2C(=O)c3c(ccc(*)c3)C2=O)ccccc1N1C(=O)c2ccc(C(*)=O)cc2C1=O,289,285
Predict the Tg of the following SMILES: *c1cc2c(cc1)C(=O)N(c1c(C(=O)c3c(N4C(=O)c5ccc(C(=O)*)cc5C4=O)cccc3)cccc1)C2=O,289,287
Predict the Tg of the following SMILES: O=C1N(c2c(C(c3c(N4C(=O)c5c(ccc(C(=O)*)c5)C4=O)cccc3)=O)cccc2)C(=O)c2cc(*)ccc21,289,285
Predict the Tg of the following SMILES: c12ccc(*)cc1C(=O)N(c1c(C(c3ccccc3N3C(=O)c4c(ccc(C(=O)*)c4)C3=O)=O)cccc1)C2=O,289,287
Predict the Tg of the following SMILES: C1(=O)N(c2cc(S(=O)(c3cccc(N4C(=O)c5cc(*)ccc5C4=O)c3)=O)ccc2)C(=O)c2c1cc(O*)cc2,253,285
Predict the Tg of the following SMILES: c1c(N2C(=O)c3cc(O*)ccc3C2=O)cccc1S(=O)(c1cc(N2C(=O)c3cc(*)ccc3C2=O)ccc1)=O,253,285
Predict the Tg of the following SMILES: c1(O*)ccc2c(c1)C(=O)N(c1cccc(S(=O)(c3cc(N4C(=O)c5c(cc(*)cc5)C4=O)ccc3)=O)c1)C2=O,253,285
Predict the Tg of the following SMILES: O=C1N(c2cccc(S(=O)(c3cccc(N4C(=O)c5c(cc(O*)cc5)C4=O)c3)=O)c2)C(=O)c2ccc(*)cc21,253,279
Predict the Tg of the following SMILES: O=C1N(c2cccc(S(=O)(c3cccc(N4C(=O)c5cc(O*)ccc5C4=O)c3)=O)c2)C(=O)c2ccc(*)cc21,253,279
Predict the Tg of the following SMILES: c1c2c(ccc1O*)C(=O)N(c1cccc(S(c3cccc(N4C(=O)c5cc(*)ccc5C4=O)c3)(=O)=O)c1)C2=O,253,279
Predict the Tg of the following SMILES: c1(O*)ccc2c(c1)C(=O)N(c1cccc(S(=O)(=O)c3cccc(N4C(=O)c5ccc(*)cc5C4=O)c3)c1)C2=O,253,285
Predict the Tg of the following SMILES: c1cc2c(cc1O*)C(=O)N(c1cc(S(c3cccc(N4C(=O)c5ccc(*)cc5C4=O)c3)(=O)=O)ccc1)C2=O,253,285
Predict the Tg of the following SMILES: c1ccc(S(=O)(=O)c2cccc(N3C(=O)c4c(cc(*)cc4)C3=O)c2)cc1N1C(=O)c2c(ccc(O*)c2)C1=O,253,245
Predict the Tg of the following SMILES: *Oc1cc2c(cc1)C(=O)N(c1cc(S(c3cc(N4C(=O)c5c(ccc(*)c5)C4=O)ccc3)(=O)=O)ccc1)C2=O,253,285
Predict the Tg of the following SMILES: C1(=O)N(c2cccc(N3C(=O)c4c(c(Oc5ccc(S(=O)(c6cccc(O*)c6)=O)cc5)ccc4)C3=O)c2)C(=O)c2c1cccc2*,266,245
Predict the Tg of the following SMILES: c1c(Oc2c3c(ccc2)C(=O)N(c2cc(N4C(=O)c5c(cccc5*)C4=O)ccc2)C3=O)ccc(S(=O)(=O)c2cc(O*)ccc2)c1,266,245
Predict the Tg of the following SMILES: c1(*)cccc2c1C(=O)N(c1cc(N3C(=O)c4c(cccc4Oc4ccc(S(c5cc(O*)ccc5)(=O)=O)cc4)C3=O)ccc1)C2=O,266,245
Predict the Tg of the following SMILES: c1ccc(N2C(=O)c3c(c(Oc4ccc(S(=O)(=O)c5cc(O*)ccc5)cc4)ccc3)C2=O)cc1N1C(=O)c2c(c(*)ccc2)C1=O,266,245
Predict the Tg of the following SMILES: c1(S(c2ccc(Oc3c4c(ccc3)C(=O)N(c3cc(N5C(=O)c6c(cccc6*)C5=O)ccc3)C4=O)cc2)(=O)=O)cc(O*)ccc1,266,245
Predict the Tg of the following SMILES: N1(c2cc(N3C(=O)c4c(cccc4Oc4ccc(S(c5cccc(O*)c5)(=O)=O)cc4)C3=O)ccc2)C(=O)c2c(*)cccc2C1=O,266,245
Predict the Tg of the following SMILES: c1c(S(c2ccc(Oc3c4c(ccc3)C(=O)N(c3cccc(N5C(=O)c6c(cccc6*)C5=O)c3)C4=O)cc2)(=O)=O)cccc1O*,266,245
Predict the Tg of the following SMILES: c1(O*)cccc(S(c2ccc(Oc3cccc4c3C(=O)N(c3cc(N5C(=O)c6cccc(*)c6C5=O)ccc3)C4=O)cc2)(=O)=O)c1,266,245
Predict the Tg of the following SMILES: c1cc2c(c(Oc3ccc(S(c4cc(O*)ccc4)(=O)=O)cc3)c1)C(=O)N(c1cc(N3C(=O)c4cccc(*)c4C3=O)ccc1)C2=O,266,245
Predict the Tg of the following SMILES: c1c(N2C(=O)c3cccc(Oc4ccc(S(=O)(=O)c5cccc(O*)c5)cc4)c3C2=O)cccc1N1C(=O)c2cccc(*)c2C1=O,266,245
Predict the Tg of the following SMILES: O=C1c2c(ccc(*)c2)C(=O)N1c1ccc(Oc2ccc(N3C(=O)c4c(*)cccc4C3=O)cc2)cc1,319,245
Predict the Tg of the following SMILES: O=C1N(c2ccc(Oc3ccc(N4C(=O)c5cc(*)ccc5C4=O)cc3)cc2)C(=O)c2c(*)cccc21,319,245
Predict the Tg of the following SMILES: c1cc(N2C(=O)c3c(ccc(*)c3)C2=O)ccc1Oc1ccc(N2C(=O)c3c(*)cccc3C2=O)cc1,319,245
Predict the Tg of the following SMILES: c1cc(N2C(=O)c3cccc(*)c3C2=O)ccc1Oc1ccc(N2C(=O)c3cc(*)ccc3C2=O)cc1,319,285
Predict the Tg of the following SMILES: *c1cccc2c1C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5c(ccc(*)c5)C4=O)cc3)cc1)C2=O,319,245
Predict the Tg of the following SMILES: C1(=O)N(c2ccc(Oc3ccc(N4C(=O)c5c(cc(*)cc5)C4=O)cc3)cc2)C(=O)c2c1cccc2*,319,245
Predict the Tg of the following SMILES: c1(*)c2c(ccc1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5cc(*)ccc5C4=O)cc3)cc1)C2=O,319,245
Predict the Tg of the following SMILES: c1cc(N2C(=O)c3c(cccc3*)C2=O)ccc1Oc1ccc(N2C(=O)c3c(ccc(*)c3)C2=O)cc1,319,245
Predict the Tg of the following SMILES: O=C1c2c(cc(*)cc2)C(=O)N1c1ccc(Oc2ccc(N3C(=O)c4cccc(*)c4C3=O)cc2)cc1,319,245
Predict the Tg of the following SMILES: c1c(N2C(=O)c3cc(*)ccc3C2=O)ccc(Oc2ccc(N3C(=O)c4c(c(*)ccc4)C3=O)cc2)c1,319,245
Predict the Tg of the following SMILES: c1(C(*)=O)cc2c(cc1)C(=O)N(c1cc(N3C(=O)c4c(ccc(*)c4)C3=O)ccc1)C2=O,300,285
Predict the Tg of the following SMILES: c1(C(*)=O)cc2c(cc1)C(=O)N(c1cc(N3C(=O)c4c(cc(*)cc4)C3=O)ccc1)C2=O,300,285
Predict the Tg of the following SMILES: c1(N2C(=O)c3c(ccc(C(=O)*)c3)C2=O)cc(N2C(=O)c3c(cc(*)cc3)C2=O)ccc1,300,285
Predict the Tg of the following SMILES: c12c(cc(*)cc1)C(=O)N(c1cc(N3C(=O)c4cc(C(=O)*)ccc4C3=O)ccc1)C2=O,300,285
Predict the Tg of the following SMILES: c1c(N2C(=O)c3ccc(*)cc3C2=O)cccc1N1C(=O)c2c(ccc(C(*)=O)c2)C1=O,300,285
Predict the Tg of the following SMILES: c12c(ccc(*)c1)C(=O)N(c1cccc(N3C(=O)c4c(cc(C(=O)*)cc4)C3=O)c1)C2=O,300,285
Predict the Tg of the following SMILES: c1c(N2C(=O)c3ccc(C(*)=O)cc3C2=O)cc(N2C(=O)c3c(cc(*)cc3)C2=O)cc1,300,285
Predict the Tg of the following SMILES: *C(c1cc2c(cc1)C(=O)N(c1cccc(N3C(=O)c4ccc(*)cc4C3=O)c1)C2=O)=O,300,285
Predict the Tg of the following SMILES: c1c(N2C(=O)c3ccc(C(=O)*)cc3C2=O)cccc1N1C(=O)c2c(cc(*)cc2)C1=O,300,285
Predict the Tg of the following SMILES: c1(*)ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4cc(C(=O)*)ccc4C3=O)ccc1)C2=O,300,285
Predict the Tg of the following SMILES: c1ccc(C)cc1-n1c(=O)c2c(cc3c(c2)c(=O)n(C)c3=O)c1=O,442,341
Predict the Tg of the following SMILES: O=c1n(-c2cc(C)ccc2)c(=O)c2c1cc1c(c(=O)n(C)c1=O)c2,442,311
Predict the Tg of the following SMILES: c1c(-n2c(=O)c3cc4c(=O)n(C)c(=O)c4cc3c2=O)cc(C)cc1,442,341
Predict the Tg of the following SMILES: O=c1n(C)c(=O)c2c1cc1c(c(=O)n(-c3cccc(C)c3)c1=O)c2,442,351
Predict the Tg of the following SMILES: c1c2c(=O)n(C)c(=O)c2cc2c(=O)n(-c3cccc(C)c3)c(=O)c12,442,399
Predict the Tg of the following SMILES: n1(-c2cccc(C)c2)c(=O)c2c(cc3c(=O)n(C)c(=O)c3c2)c1=O,442,341
Predict the Tg of the following SMILES: Cn1c(=O)c2cc3c(c(=O)n(-c4cc(C)ccc4)c3=O)cc2c1=O,442,399
Predict the Tg of the following SMILES: Cc1cc(-n2c(=O)c3cc4c(cc3c2=O)c(=O)n(C)c4=O)ccc1,442,341
Predict the Tg of the following SMILES: Cc1cccc(-n2c(=O)c3c(cc4c(c3)c(=O)n(C)c4=O)c2=O)c1,442,341
Predict the Tg of the following SMILES: O=c1n(C)c(=O)c2c1cc1c(=O)n(-c3cc(C)ccc3)c(=O)c1c2,442,351
Predict the Tg of the following SMILES: O(c1ccc(Oc2cc3c(cc2)C(=O)N(c2ccc(Oc4c(-c5c6ccccc6ccc5Oc5c(C(F)(F)F)cc(N6C(=O)c7cc(*)ccc7C6=O)cc5)c5c(cccc5)cc4)c(C(F)(F)F)c2)C3=O)cc1)*,256,226
Predict the Tg of the following SMILES: c1c(C(F)(F)F)c(Oc2c(-c3c4c(cccc4)ccc3Oc3ccc(N4C(=O)c5c(ccc(Oc6ccc(O*)cc6)c5)C4=O)cc3C(F)(F)F)c3c(cc2)cccc3)ccc1N1C(=O)c2ccc(*)cc2C1=O,256,226
Predict the Tg of the following SMILES: c1c2c(ccc1*)C(=O)N(c1cc(C(F)(F)F)c(Oc3ccc4ccccc4c3-c3c(Oc4c(C(F)(F)F)cc(N5C(=O)c6ccc(Oc7ccc(O*)cc7)cc6C5=O)cc4)ccc4ccccc43)cc1)C2=O,256,226
Predict the Tg of the following SMILES: c1c(*)ccc2c1C(=O)N(c1ccc(Oc3c(-c4c(Oc5c(C(F)(F)F)cc(N6C(=O)c7c(cc(Oc8ccc(O*)cc8)cc7)C6=O)cc5)ccc5c4cccc5)c4c(cccc4)cc3)c(C(F)(F)F)c1)C2=O,256,226
Predict the Tg of the following SMILES: c1ccc2c(c(-c3c(Oc4c(C(F)(F)F)cc(N5C(=O)c6c(cc(*)cc6)C5=O)cc4)ccc4ccccc34)c(Oc3ccc(N4C(=O)c5c(cc(Oc6ccc(O*)cc6)cc5)C4=O)cc3C(F)(F)F)cc2)c1,256,226
Predict the Tg of the following SMILES: c1(Oc2ccc3c(c2-c2c(Oc4c(C(F)(F)F)cc(N5C(=O)c6ccc(*)cc6C5=O)cc4)ccc4ccccc42)cccc3)ccc(N2C(=O)c3c(cc(Oc4ccc(O*)cc4)cc3)C2=O)cc1C(F)(F)F,256,226
Predict the Tg of the following SMILES: c1(C(F)(F)F)c(Oc2ccc3ccccc3c2-c2c(Oc3c(C(F)(F)F)cc(N4C(=O)c5cc(*)ccc5C4=O)cc3)ccc3c2cccc3)ccc(N2C(=O)c3cc(Oc4ccc(O*)cc4)ccc3C2=O)c1,256,226
Predict the Tg of the following SMILES: c1cc2c(cccc2)c(-c2c(Oc3c(C(F)(F)F)cc(N4C(=O)c5cc(*)ccc5C4=O)cc3)ccc3ccccc32)c1Oc1c(C(F)(F)F)cc(N2C(=O)c3c(ccc(Oc4ccc(O*)cc4)c3)C2=O)cc1,256,226
Predict the Tg of the following SMILES: O(c1c(-c2c3c(ccc2Oc2c(C(F)(F)F)cc(N4C(=O)c5c(cc(*)cc5)C4=O)cc2)cccc3)c2c(cc1)cccc2)c1c(C(F)(F)F)cc(N2C(=O)c3c(cc(Oc4ccc(O*)cc4)cc3)C2=O)cc1,256,226
Predict the Tg of the following SMILES: c1cc2c(ccc(Oc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3C(F)(F)F)c2-c2c3c(cccc3)ccc2Oc2c(C(F)(F)F)cc(N3C(=O)c4c(cc(Oc5ccc(O*)cc5)cc4)C3=O)cc2)cc1,256,226
Predict the Tg of the following SMILES: c1cc(Oc2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)ccc1N1C(=O)c2cc(C(=O)*)ccc2C1=O,306,245
Predict the Tg of the following SMILES: O=C(*)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5cc(*)ccc5C4=O)cc3)cc1)C2=O,306,245
Predict the Tg of the following SMILES: c1(N2C(=O)c3cc(*)ccc3C2=O)ccc(Oc2ccc(N3C(=O)c4cc(C(=O)*)ccc4C3=O)cc2)cc1,306,245
Predict the Tg of the following SMILES: *C(c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O)=O,306,245
Predict the Tg of the following SMILES: O=C1c2c(cc(*)cc2)C(=O)N1c1ccc(Oc2ccc(N3C(=O)c4c(cc(C(=O)*)cc4)C3=O)cc2)cc1,306,245
Predict the Tg of the following SMILES: c1(C(*)=O)cc2c(cc1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5c(ccc(*)c5)C4=O)cc3)cc1)C2=O,306,245
Predict the Tg of the following SMILES: c1cc(N2C(=O)c3c(ccc(C(=O)*)c3)C2=O)ccc1Oc1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1,306,285
Predict the Tg of the following SMILES: c1c2c(ccc1C(=O)*)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5c(ccc(*)c5)C4=O)cc3)cc1)C2=O,306,245
Predict the Tg of the following SMILES: c1(Oc2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)ccc(N2C(=O)c3ccc(C(=O)*)cc3C2=O)cc1,306,289
Predict the Tg of the following SMILES: c1c(*)cc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C(*)=O)cc5C4=O)cc3)cc1)C2=O,306,274
Predict the Tg of the following SMILES: *c1cccc2c1C(=O)N(c1ccc(Oc3ccc(Oc4ccc(N5C(=O)c6cccc(*)c6C5=O)cc4)cc3)cc1)C2=O,293,226
Predict the Tg of the following SMILES: C1(=O)N(c2ccc(Oc3ccc(Oc4ccc(N5C(=O)c6c(c(*)ccc6)C5=O)cc4)cc3)cc2)C(=O)c2c(*)cccc21,293,226
Predict the Tg of the following SMILES: c1(*)c2c(ccc1)C(=O)N(c1ccc(Oc3ccc(Oc4ccc(N5C(=O)c6c(cccc6*)C5=O)cc4)cc3)cc1)C2=O,293,206
Predict the Tg of the following SMILES: c12c(cccc1*)C(=O)N(c1ccc(Oc3ccc(Oc4ccc(N5C(=O)c6c(*)cccc6C5=O)cc4)cc3)cc1)C2=O,293,226
Predict the Tg of the following SMILES: c1cc2c(c(*)c1)C(=O)N(c1ccc(Oc3ccc(Oc4ccc(N5C(=O)c6c(c(*)ccc6)C5=O)cc4)cc3)cc1)C2=O,293,226
Predict the Tg of the following SMILES: C1(=O)N(c2ccc(Oc3ccc(Oc4ccc(N5C(=O)c6cccc(*)c6C5=O)cc4)cc3)cc2)C(=O)c2c(*)cccc21,293,245
Predict the Tg of the following SMILES: c1cc(*)c2c(c1)C(=O)N(c1ccc(Oc3ccc(Oc4ccc(N5C(=O)c6c(c(*)ccc6)C5=O)cc4)cc3)cc1)C2=O,293,226
Predict the Tg of the following SMILES: c1cc(Oc2ccc(Oc3ccc(N4C(=O)c5c(cccc5*)C4=O)cc3)cc2)ccc1N1C(=O)c2c(cccc2*)C1=O,293,205
Predict the Tg of the following SMILES: C1(=O)N(c2ccc(Oc3ccc(Oc4ccc(N5C(=O)c6c(cccc6*)C5=O)cc4)cc3)cc2)C(=O)c2cccc(*)c21,293,215
Predict the Tg of the following SMILES: c1c(Oc2ccc(Oc3ccc(N4C(=O)c5c(*)cccc5C4=O)cc3)cc2)ccc(N2C(=O)c3c(*)cccc3C2=O)c1,293,245
Predict the Tg of the following SMILES: c1(N2C(=O)c3c(cccc3*)C2=O)cc(Oc2cccc(N3C(=O)c4c(cc(*)cc4)C3=O)c2)ccc1,245,245
Predict the Tg of the following SMILES: C1(=O)c2c(*)cccc2C(=O)N1c1cc(Oc2cccc(N3C(=O)c4ccc(*)cc4C3=O)c2)ccc1,245,245
Predict the Tg of the following SMILES: c1(*)ccc2c(c1)C(=O)N(c1cccc(Oc3cc(N4C(=O)c5c(cccc5*)C4=O)ccc3)c1)C2=O,245,245
Predict the Tg of the following SMILES: c12c(cccc1*)C(=O)N(c1cc(Oc3cc(N4C(=O)c5c(cc(*)cc5)C4=O)ccc3)ccc1)C2=O,245,245
Predict the Tg of the following SMILES: c12c(cc(*)cc1)C(=O)N(c1cccc(Oc3cc(N4C(=O)c5c(*)cccc5C4=O)ccc3)c1)C2=O,245,245
Predict the Tg of the following SMILES: C1(=O)N(c2cc(Oc3cc(N4C(=O)c5c(c(*)ccc5)C4=O)ccc3)ccc2)C(=O)c2cc(*)ccc21,245,245
Predict the Tg of the following SMILES: *c1ccc2c(c1)C(=O)N(c1cc(Oc3cc(N4C(=O)c5cccc(*)c5C4=O)ccc3)ccc1)C2=O,245,245
Predict the Tg of the following SMILES: c1cc(*)c2c(c1)C(=O)N(c1cccc(Oc3cc(N4C(=O)c5cc(*)ccc5C4=O)ccc3)c1)C2=O,245,245
Predict the Tg of the following SMILES: C1(=O)c2cccc(*)c2C(=O)N1c1cccc(Oc2cccc(N3C(=O)c4ccc(*)cc4C3=O)c2)c1,245,245
Predict the Tg of the following SMILES: C1(=O)N(c2cccc(Oc3cc(N4C(=O)c5c(c(*)ccc5)C4=O)ccc3)c2)C(=O)c2c1ccc(*)c2,245,245
Predict the bandgap crystal of the following SMILES: C(#N)C(CC(C#N)(C(C#N)C(*)(C#N)C#N)C#N)(C#N)CC(C#N)(C#N)C*,6.4504,6.5308
Predict the bandgap crystal of the following SMILES: N#CC(CC(C(C#N)C(C#N)(*)C#N)(C#N)C#N)(CC(C*)(C#N)C#N)C#N,6.4504,6.5308
Predict the bandgap crystal of the following SMILES: C(C(*)(C(C#N)C(C#N)(C#N)CC(C#N)(CC(C#N)(C#N)C*)C#N)C#N)#N,6.4504,6.5308
Predict the bandgap crystal of the following SMILES: N#CC(C(C#N)C(C#N)(CC(C#N)(CC(C#N)(C*)C#N)C#N)C#N)(*)C#N,6.4504,6.5308
Predict the bandgap crystal of the following SMILES: C(C(CC(C(C(*)(C#N)C#N)C#N)(C#N)C#N)(CC(C#N)(C*)C#N)C#N)#N,6.4504,6.4504
Predict the bandgap crystal of the following SMILES: C(C#N)(C#N)(C(C(C#N)(C#N)CC(C#N)(C#N)CC(C*)(C#N)C#N)C#N)*,6.4504,6.5308
Predict the bandgap crystal of the following SMILES: N#CC(C#N)(C(C#N)C(C#N)(*)C#N)CC(C#N)(CC(C#N)(C#N)C*)C#N,6.4504,6.5308
Predict the bandgap crystal of the following SMILES: N#CC(C#N)(CC(CC(C#N)(C(C#N)C(*)(C#N)C#N)C#N)(C#N)C#N)C*,6.4504,6.5308
Predict the bandgap crystal of the following SMILES: C(#N)C(C(C#N)(*)C#N)C(C#N)(C#N)CC(C#N)(C#N)CC(C#N)(C*)C#N,6.4504,6.5308
Predict the bandgap crystal of the following SMILES: N#CC(C#N)(C*)CC(CC(C#N)(C#N)C(C(*)(C#N)C#N)C#N)(C#N)C#N,6.4504,6.5308
Predict the bandgap crystal of the following SMILES: C(C(C#N)(CC(C#N)(C*)C#N)C#N)C(C#N)(C(C#N)C(C#N)(*)C#N)C#N,6.4504,6.5308
